feature,mean_abs_shap
EDA_tonic_max,0.06457802202540469
EDA_tonic_mean,0.05478767248268531
EDA_tonic_min,0.04310307942774963
EDA_phasic_min,0.02926265871694431
EDA_smna_std,0.020687494110434725
EDA_phasic_mean,0.01963425038374097
EDA_smna_mean,0.019362468107746045
z_phasic_amp,0.01835606283450222
Resp_max,0.01586726373880695
TEMP_max,0.014715178191227894
