band_low,band_high,coverage_full,error_rate_full,coverage_outside_band,error_rate_outside_band
0.45,0.55,1.0,0.05008488964346347,0.9881154499151104,0.046391752577319534
0.4,0.6,1.0,0.05008488964346347,0.9779286926994907,0.04253472222222221
0.35,0.65,1.0,0.05008488964346347,0.9617996604414262,0.04060017652250658
